brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,mileage_per_year,is_luxury_brand,had_accident,has_clean_title,engine_size_l,is_automatic
Jaguar,XKR Base,2007,50000.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,21900.0,19,2631.5789473684213,1,1,1,4.2,0
BMW,M4 Base,2020,29140.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Orange,Orange,None reported,Yes,71995.0,6,4856.666666666667,1,0,1,3.0,0
BMW,M340 i xDrive,2022,9000.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Red,None reported,Yes,56900.0,4,2250.0,1,0,1,3.0,1
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,5595.0,Hybrid,3.0 Liter Turbo,Automatic,designo Diamond White Metallic,Black,None reported,Unknown,83598.0,5,1119.0,1,0,0,,1
RAM,1500 Laramie,2022,34121.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Unknown,48190.0,4,8530.25,0,0,0,5.7,1
BMW,ALPINA B7 Base,2013,36750.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,35999.0,13,2826.923076923077,1,0,1,4.4,1
Mercedes-Benz,C-Class C280 4MATIC,2007,49626.0,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,12000.0,19,2611.8947368421054,1,0,1,3.0,1
Jeep,Compass High Altitude,2017,45000.0,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,16500.0,9,5000.0,0,1,1,2.4,1
Toyota,Highlander Hybrid XLE,2019,69350.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Gray,None reported,Yes,36000.0,7,9907.142857142857,0,0,1,3.5,1
BMW,X5 M Base,2022,8307.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Blue Metallic,Sakhir Orange,None reported,Unknown,98900.0,4,2076.75,1,0,0,4.4,1
BMW,M3 Base,2023,4106.0,Gasoline,3.0L I6 24V GDI DOHC Twin Turbo,6-Speed Manual,Isle of Man Green Metallic,Kyalami Orange,None reported,Yes,84645.0,3,1368.6666666666667,1,0,1,3.0,0
BMW,M3 Base,1999,184700.0,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,36950.0,27,6840.740740740741,1,0,1,3.2,0
Maserati,Quattroporte S Q4 GranLusso,2018,57500.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,41900.0,8,7187.5,1,0,1,3.0,1
Acura,RDX Advance Package,2021,29000.0,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,39650.0,5,5800.0,0,0,1,2.0,1
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,19000.0,11,5606.818181818182,1,1,1,2.0,0
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Black,None reported,Yes,45000.0,5,6660.0,1,0,1,3.0,1
Cadillac,XTS Luxury,2014,62950.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,17498.0,12,5245.833333333333,0,1,1,3.6,1
Chevrolet,Camaro 2LT,2015,56675.0,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19750.0,11,5152.272727272727,0,0,1,3.6,0
Porsche,Cayenne S,2013,92000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,23000.0,13,7076.923076923077,1,0,1,4.8,1
Dodge,Magnum R/T,2005,96000.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gold,At least 1 accident or damage reported,Yes,12000.0,21,4571.428571428572,0,1,1,5.7,1
INFINITI,Q70 3.7X,2014,33500.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,23000.0,12,2791.6666666666665,0,0,1,3.7,1
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754.0,Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,99175.0,6,2792.3333333333335,0,0,1,5.0,1
Toyota,Camry Hybrid Base,2007,53249.0,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,9250.0,19,2802.5789473684213,0,1,1,2.4,1
GMC,Acadia SLT-1,2016,119000.0,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,12500.0,10,11900.0,0,0,1,3.6,1
Lincoln,Corsair Reserve,2021,29336.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Sandstone,None reported,Unknown,36999.0,5,5867.2,0,0,0,2.0,1
RAM,2500 SLT,2017,86000.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,41000.0,9,9555.555555555555,0,1,1,6.7,1
RAM,3500 Laramie,2014,177000.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,40500.0,12,14750.0,0,1,1,6.7,1
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500.0,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15900.0,13,7192.307692307692,1,1,1,4.6,1
BMW,M5 Base,2018,47700.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,White,At least 1 accident or damage reported,Yes,54999.0,8,5962.5,1,1,1,4.4,1
Ford,Mustang SVT Cobra,2003,97496.0,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,Unknown,Unknown,24500.0,23,4238.95652173913,0,0,0,4.6,0
Acura,ILX Premium Package,2022,16120.0,Gasoline,2.4L I4 16V GDI DOHC,8-Speed Automatic with Auto-Shift,Gray,Ebony,None reported,Unknown,26599.0,4,4030.0,0,0,0,2.4,1
Buick,Rainier CXL,2005,147589.0,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,2800.0,21,7028.047619047619,0,1,1,4.2,1
Cadillac,Escalade Luxury,2013,95570.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,22000.0,13,7351.538461538462,0,1,1,6.2,1
Mercedes-Benz,S-Class S 560,2018,45791.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Gray,None reported,Yes,52000.0,8,5723.875,1,0,1,4.0,1
INFINITI,QX80 Base,2016,60000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,25950.0,10,6000.0,0,1,1,5.6,1
Buick,Encore Preferred,2019,50000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,18795.0,7,7142.857142857143,0,0,1,1.4,1
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Almond Beige,None reported,Unknown,43999.0,7,4783.0,1,0,0,3.0,1
Jeep,Liberty Limited,2010,107000.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5900.0,16,6687.5,0,0,1,3.7,1
Mercedes-Benz,S-Class S 63 AMG,2011,60000.0,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,37000.0,15,4000.0,1,1,1,5.5,0
Audi,A8 L 3.0T,2016,55000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,28000.0,10,5500.0,1,0,1,3.0,1
Mazda,CX-30 2.5 S Select Package,2022,4004.0,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,25500.0,4,1001.0,0,0,1,2.5,1
Bentley,Continental GT Speed,2009,57800.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,Unknown,Unknown,59400.0,17,3400.0,1,0,0,6.0,1
Bentley,Continental GT V8,2022,10972.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Red,Black,None reported,Yes,99175.0,4,2743.0,1,0,1,4.0,1
Bentley,Flying Spur V8,2022,27858.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,–,–,None reported,Yes,99175.0,4,6964.5,1,0,1,4.0,1
Porsche,911 Carrera 4S,2018,31678.0,Gasoline,3.0 Liter,–,Silver,–,None reported,Unknown,99175.0,8,3959.75,1,0,0,,0
Volkswagen,Golf R 4-Door,2016,47144.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,29950.0,10,4714.4,0,0,1,2.0,0
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454.0,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,4000.0,15,11030.266666666666,0,1,1,3.8,1
Ford,F-150 XLT,2018,98000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,At least 1 accident or damage reported,Yes,25500.0,8,12250.0,0,1,1,3.5,1
Hyundai,Tucson Limited,2020,39913.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Black Noir Pearl,Beige,None reported,Unknown,22749.0,6,6652.166666666667,0,0,0,2.4,1
Ford,Mustang V6,2013,147191.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,12990.0,13,11322.384615384615,0,1,1,3.7,1
BMW,435 i,2014,53600.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,25980.0,12,4466.666666666667,1,0,1,3.0,1
Dodge,Challenger R/T,2010,100100.0,–,–,Transmission w/Dual Shift Mode,Purple,Black,None reported,Yes,17000.0,16,6256.25,0,0,1,,0
Mercedes-Benz,AMG G 63 Base,2020,1750.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,99175.0,6,291.6666666666667,1,0,1,4.0,1
Dodge,Challenger SRT Hellcat,2020,2750.0,Gasoline,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,99175.0,6,458.3333333333333,0,0,1,6.2,1
Porsche,Boxster Base,2013,40800.0,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,None reported,Yes,35500.0,13,3138.4615384615386,1,0,1,2.7,1
Porsche,Macan Base,2018,36798.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Volcano Grey Metallic,Black,At least 1 accident or damage reported,Yes,49500.0,8,4599.75,1,1,1,2.0,1
Ford,F-250 XL,2021,77699.0,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,White,Medium Earth Gray,Unknown,Unknown,49883.0,5,15539.8,0,0,0,6.7,1
Ford,Mustang GT,2010,87500.0,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,14900.0,16,5468.75,0,1,1,4.6,1
Chevrolet,Suburban LT,2020,93000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500.0,6,15500.0,0,0,1,5.3,1
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,Yes,28251.0,8,5189.375,1,0,1,2.0,1
RAM,1500 Classic Warlock,2019,19000.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,At least 1 accident or damage reported,Unknown,33242.0,7,2714.285714285714,0,1,0,3.6,1
Toyota,Sequoia SR5,2023,1539.0,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Green,Boulder,At least 1 accident or damage reported,Yes,76373.0,3,513.0,0,1,1,3.4,1
BMW,M5 Base,2018,31090.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,68000.0,8,3886.25,1,1,1,4.4,1
Mazda,Mazda3 FWD w/Premium Package,2022,21701.0,Gasoline,2.5L I4 16V,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Unknown,25099.0,4,5425.25,0,0,0,2.5,1
Nissan,Rogue SL,2016,97726.0,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Variable,Gun Metallic,Charcoal,At least 1 accident or damage reported,Unknown,15998.0,10,9772.6,0,1,0,2.5,0
Audi,A7 3.0T Prestige,2015,73000.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Gray,None reported,Yes,34000.0,11,6636.363636363636,1,0,1,3.0,1
Genesis,G80 3.8,2020,23600.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,31900.0,6,3933.3333333333335,0,0,1,3.8,1
Rolls-Royce,Ghost Base,2016,8755.0,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,99175.0,10,875.5,0,0,1,6.6,1
BMW,M6 Gran Coupe Base,2019,20500.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,67900.0,7,2928.5714285714284,1,0,1,4.4,0
Ford,Mustang V6,2013,57912.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,18750.0,13,4454.7692307692305,0,1,1,3.7,0
BMW,650 i,2009,35000.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,18500.0,17,2058.823529411765,1,0,1,4.8,1
Nissan,Leaf SV PLUS,2023,7089.0,Unknown,214.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29895.0,3,2363.0,0,1,1,,1
Lincoln,MKC Reserve,2019,35469.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black,–,Unknown,Unknown,30890.0,7,5067.0,0,0,0,2.3,1
Kia,Telluride EX,2022,14676.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Dark Moss,Gray,None reported,Unknown,46787.0,4,3669.0,0,0,0,3.8,1
Lincoln,Navigator Reserve,2022,13750.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,79999.0,4,3437.5,0,0,1,3.5,1
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,62500.0,11,1209.090909090909,1,0,1,4.7,1
Chevrolet,Suburban LT,2017,117000.0,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,27000.0,9,13000.0,0,0,1,6.0,1
Audi,A7 55 Premium,2020,27100.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,Yes,50000.0,6,4516.666666666667,1,0,1,3.0,1
Ford,Mustang EcoBoost Premium,2017,89352.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,20989.0,9,9928.0,0,1,1,2.3,1
Chevrolet,Cruze LS,2018,100000.0,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,8500.0,8,12500.0,0,1,1,1.4,1
Land,Rover Range Rover HSE SWB,2020,16000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,75500.0,6,2666.6666666666665,0,0,1,3.0,1
Land,Rover Defender S,2023,15200.0,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,62999.0,3,5066.666666666667,0,0,1,2.0,1
BMW,650 i,2012,39960.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,38995.0,14,2854.285714285714,1,0,1,4.4,0
Ford,Mustang Base,2008,119000.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,13500.0,18,6611.111111111111,0,1,1,4.0,1
Kia,K5 GT-Line,2022,10971.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Passion Red,Black,None reported,Unknown,29998.0,4,2742.75,0,0,0,1.6,1
Mazda,Mazda3 i Touring,2014,118500.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,Yes,11500.0,12,9875.0,0,1,1,2.0,0
Kia,Stinger GT1,2021,8288.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45899.0,5,1657.6,0,0,1,3.3,1
Chevrolet,Camaro ZL1,2023,2950.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,74500.0,3,983.3333333333334,0,0,1,6.2,1
Mercedes-Benz,AMG G 63 Base,2017,73000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,78000.0,9,8111.111111111111,1,1,1,5.5,1
Ford,Thunderbird Premium,2005,82000.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,White,None reported,Yes,14900.0,21,3904.7619047619046,0,0,1,3.9,0
Audi,e-tron Prestige,2019,7874.0,Unknown,Electric,1-Speed Automatic,Typhoon Gray Metallic,Pearl Beige,None reported,Unknown,38999.0,7,1124.857142857143,1,0,0,,1
GMC,Sierra 1500 SLT,2017,49105.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39750.0,9,5456.111111111111,0,0,1,6.2,1
Kia,Telluride LX,2023,5500.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,40000.0,3,1833.3333333333333,0,0,1,3.8,1
Chevrolet,Corvette Base,2005,36700.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,26000.0,21,1747.6190476190477,0,0,1,6.0,0
BMW,650 i,2014,40000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,34000.0,12,3333.3333333333335,1,0,1,4.4,0
Nissan,Rogue SL,2017,78110.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,Unknown,Unknown,17500.0,9,8678.888888888889,0,0,0,2.5,1
GMC,Acadia Denali,2015,74864.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,19780.0,11,6805.818181818182,0,0,1,3.6,1
Cadillac,Escalade Premium Luxury Platinum,2021,15350.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,93500.0,5,3070.0,0,0,1,6.2,1
Nissan,GT-R Premium,2010,46100.0,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,72999.0,16,2881.25,0,0,1,3.8,1
Toyota,Highlander XLE,2018,61454.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,31000.0,8,7681.75,0,0,1,3.5,1
BMW,X7 xDrive40i,2020,45241.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,54500.0,6,7540.166666666667,1,0,1,3.0,1
INFINITI,QX60 Base,2018,48000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,27000.0,8,6000.0,0,0,1,3.5,1
Lexus,IS 250C Base,2010,68500.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,18500.0,16,4281.25,1,0,1,2.5,0
GMC,Sierra 1500 Denali,2019,43433.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Walnut,None reported,Unknown,51899.0,7,6204.714285714285,0,0,0,5.3,1
Chevrolet,SSR Base,2005,122961.0,Gasoline,6.0L V8 16V MPFI OHV,4-Speed Automatic,Redline Red,Ebony,None reported,Yes,20995.0,21,5855.285714285715,0,0,1,6.0,1
Dodge,Challenger R/T,2014,92861.0,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,Yes,19750.0,12,7738.416666666667,0,0,1,5.7,1
Hyundai,Equus Signature,2016,72000.0,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,21400.0,10,7200.0,0,0,1,5.0,1
Lamborghini,Aventador SVJ Base,2019,6929.0,Gasoline,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,99175.0,7,989.8571428571429,0,0,1,6.5,1
Ford,Mustang GT,2003,83000.0,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,10500.0,23,3608.695652173913,0,0,1,4.6,1
Audi,e-tron Premium,2021,18031.0,Unknown,Electric,1-Speed Automatic,Navarra Blue Metallic,Black,None reported,Unknown,39599.0,5,3606.2,1,0,0,,1
Toyota,Sequoia Limited,2023,8200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Brown,Black,None reported,Yes,78900.0,3,2733.3333333333335,0,0,1,3.4,1
Land,Rover Range Rover Sport HST MHEV,2020,19000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,Unknown,Unknown,74900.0,6,3166.6666666666665,0,0,0,3.0,0
Jeep,Grand Cherokee L Limited,2022,12875.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Diamond Black,Global Black,None reported,Unknown,42599.0,4,3218.75,0,0,0,3.6,1
Maserati,GranTurismo Sport,2015,32000.0,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,None reported,Yes,36000.0,11,2909.090909090909,1,0,1,4.7,1
BMW,M5 Base,2013,61145.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,37500.0,13,4703.461538461538,1,1,1,4.4,1
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,","Automatic, 9-Spd 9G-Tronic",–,–,None reported,Unknown,43900.0,4,2403.0,1,0,0,,1
Land,Rover Range Rover Sport First Edition,2023,3534.0,Hybrid,4.4 Liter,Automatic,Red,Black,None reported,Unknown,99175.0,3,1178.0,0,0,0,,1
Ford,F-150 Lariat,2011,152000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,Yes,14000.0,15,10133.333333333334,0,0,1,3.5,1
Audi,A4 2.0T Premium,2012,129567.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,7000.0,14,9254.785714285714,1,0,1,2.0,1
BMW,540 i xDrive,2019,36000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,41995.0,7,5142.857142857143,1,1,1,3.0,1
BMW,X6 xDrive35i,2009,92008.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,12500.0,17,5412.235294117647,1,0,1,3.0,1
Ford,Mustang Base,1998,63900.0,Gasoline,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,10300.0,28,2282.1428571428573,0,0,1,3.8,1
Toyota,Sequoia Limited,2012,150900.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,17500.0,14,10778.57142857143,0,0,1,5.7,1
Dodge,Challenger R/T Scat Pack,2019,43000.0,–,–,6-Speed M/T,Green,Black,None reported,Yes,50000.0,7,6142.857142857143,0,0,1,,0
Land,Rover Range Rover 3.0L Supercharged,2018,38020.0,Gasoline,5.0 Liter,Automatic,White,Espresso,None reported,Unknown,63998.0,8,4752.5,0,0,0,,1
Audi,Q8 55 Premium Plus,2021,14750.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,61059.0,5,2950.0,1,0,1,3.0,0
Subaru,WRX Base,2015,52500.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,23000.0,11,4772.727272727273,0,0,1,2.0,0
